address,categories,city,latitude,longitude,name,postalCode,province,reviews.date,reviews.rating,reviews.text,reviews.userProvince
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"Rooms were super comfortable, up to date and quiet. We were able to rest after 2 weeks of travel and enjoyed the small pool the next day. Wish that coffee was provided in the rooms.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,"the room was nice visually, but the mattress was old we woke up with unexplained bites on our arms and legs so first thing that came to mind was bed bugs. I didn't see any but the bites continued. then I woke up with full on hives all over my stomach and chest, I never had hives before. house keeping didn't come by until after one each day so I decided to just make up the bed myself and clean. but the 3rd day I called in the morning left for the day and came back from the pool after one and still no house keeping so I had to call again. front desk called me 2 times in the middle of the night once to ask me a question that could have waited till morning and the second was a mistake both about 2 am when I was asleep because it was our last night. we check in on a Thursday and they only had 2 people doing check in up to sunday, sunday is the first time I saw 4 people behind the desk doing check in. I wont be staying here again the price was to much for all we went through. the pool was awesome but that's it.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,2.0,The air conditioning unit was extremely loud and filthy. It made it very difficult to sleep. Probably will not stay again.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,2.0,The door to the emergency exit was kicked out and had graffiti .. The water stunk and the hotel is attached to the greyhound station .. Many transients For a traveling business woman to feel safe . The staff for check in was minimal at best .. I will not stay there again,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,Not good. I couldn't sleep because the AC is too old and loud. It would go on for 1 min then stop 1 min. When it restarts it is too noisy. The room has no oxygen I had a bad headache,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,Rooms need microwave and refrigerators,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,swimming pool was not very clean. too many people in the pool.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,It really SUCKED the room was next to the exit door which was banging even to 4am. I asked to be moved to another room and I was refused. Question is it due to the fact we are Japanese Plus had to pay for resort FEE must be for the banging door Would you yourself want the room of the sound of the banging door. The girl to whom gave us this room should be FIRED !!!!,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,2.0,Our room looked like it hadn't been clean for a month. I found a lot of hair on the bed when we first got there. It was very gross and disturbing. The bathrooms were not so clean as well. Maybe if the hotel room was more clean it would have been a better experience.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,3.0,"Pulled into the self-parking area, sign said 10 a day, then had to take the elevator down to the first floor, then go through the entire length of the dreary-looking casino pulling my luggage, finally made it to the registration desk, waited on line for about 15 minutes, was told that there would be a mandatory surcharge of 18 (which did include the 10 parking fee, breakfast not included). The room itself was fine. The 24/7 fitness room was locked when I got there, and my room key did not open it. Stayed only one night, and left in the morning.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"We went to play pickleball, as the hotel is opening 12 new courts on the 5th floor near the swimming pool.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,"Hotel lobby was hot. Nowhere to park and check in. Casino carpet was dirty, torn and tattered... as was my room. No coffee maker, sink would not drain, tub was super slippery and shower curtain rod was broken. There were no hooks or towel rods inthe bathroom. Bed was hard and the window was dirty with dead bugs in window sill. No brochure on hotel amenities, dining options or room service. McDonald's in the food court served me an egg mcmuffin with runny egg whites. Had to pay to park, then had to give the guard at the parking exit all my info just to leave because I didn't have a room key. I had just checked out!",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,Was great will go back soon,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,4.0,"Staff was distracted or uncoordinated. Frustrating until we learned the right people who had the time and information to help us. Those people where amazing! 1 person for our 3 days that was helpful at each of these locations. Front desk day 3, rewards card day 3, housekeeping day 3, bartender day 3. Got our coupon book on day 3 before the flight and I finally played some tables. These customer service issues aren't a problem for us as we now know how to deal with it but I worry for your over all customer base. Attention and patience with each person, and if you don't know help them find out how to find the I formation. That's all. We will be back:)",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,4.0,"The Plaza Hotel was fairly nice. You can tell the hotel is a bit older and they have done renovations on it. Some items, like the elevator and furniture in the rooms show clear signs of wear but not terribly so. The pool is great and so is the casino in the lobby. Free breakfast is not included, but there are a lot of restaurants in the hotel.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,As we arrived at our room I noticed the bad smell of it. The first night I also noticed the bed sheets had some hair (disgusting) I tried to call front desk but never got an answer. The room was cheap. I guess you really get what you pay for.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,October,4.0,Plaza Hotel might not be the best luxurious hotel but our 3 days stay was comfortable. The location is good and convenient to rides and places of interest.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,5.0,I don't know who they thought we were but they upgraded us to a gigantic suite for the same price! Very cool.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"This was our 4th of July get away. Always like Fremont Street for people watching and all the shows going on! A great vibe with folks from all over, friendly and vibrant. The pool was redone and very nice. Food and drinks were everywhere and its never a long walk to go someplace different. Look for 'The Park' on Fremont Street - an oasis in the city!",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,5.0,The husband and I decided to come here as our last summer getaway for this year. Fun!,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"We booked last minute for a three-night stay in Vegas and got a great deal. When we checked in the staff was severely overloaded, there were two people at the front desk and probably 100 people checking in. They quickly remedied the situation and we got through the line fast and got an upgrade! The room was very clean, large and the bed was so comfortable! Great deal for the price!",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,5.0,Staff was very good. Check in Lines were fast. For the price and the location on Freemont street the room was excellent. Very clean and comfortable at a fair price.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,"Check in was ridiculous. Took us about 45 minutes waiting in line.. Door keys didn't work, service was really bad, AC unit in our room sounded like a diesel truck",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,I feel dirty,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,May,4.0,Went for Punk Rock Bowling. Right in front of the Fremont Experience. Pretty cool. Parking is free once you check in and they'll reimburse the money you used to enter the first time. Bathroom had no window which was weird but got used to it. The best part was live bands playing at the pool. Freakin Angelic upstarts played for free. Dope,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,The hotel room was nice and clean including the bathroom.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,4.0,great bang for the buck.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,3.0,"Parking lot terrible and dirty. Pool closed due to high winds, no notice to guests, and no notice if other hotels pools availability.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,I can't be too hard on this hotel because I had an idea of what I was getting into. It looks like it's stuck in the 70's. You can see where some remodeling has been done and is continuing to be done - but keeping up appearances doesn't seem to be urgent. The pool is okay (good for wading) but will deteriorate over time. It's overrun with children and likely local guests. The hallways also had a not so fresh scent. My room was very dingy and lacked warmth and much comfort. As someone who enjoys spending time in the hotel room on vacation it was very bleh! Didn't try the dining options - I recommend eating at Main Street Station for the buffet. Casino floor is very smoky. Obviously right at the Fremont experience if that is what you are looking for. Will likely never stay here again.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"Even though it's right there across the street from the Fremont Experience with all that noise and energy, the room was quiet and nice.(Be aware! During special times like around New Year's, where bands are playing all the time, it might be loud....that was my experience at the D, the Grand, and another hotel. I cannot guarantee it won't be loud here too I just don't know.) Anyway, no complaints. at all.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,5.0,We had a wonderful stay at the Plaza Hotel. The employees there were very helpful in every manner. The room was very clean and close to everything.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,at best an okay hotel. lobby was really smelly. the way to get to parking was difficult.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"We can hear noises off and on created by the wind,We're on the 15th floor. Have to place towel to seal the door to prevent the wind escaping inside and creates annoyinunog loud noise. It works! For the price it's affordable, reasonable and saved lots of money. Free valet parking, and the attendants are helpful and courteous.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,4.0,It was good staying close to everything only thing they need more employee when u check in and out is a long wait,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,3.0,I was a bit up set that housekeeping never came to clean the room and when a called them to send someone up to my room to be clean they never came after an hour waiting j called back and told them just don't come because i was already tired this was at 6pm,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,Very bad,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"Great value for dollar and right next to freemont experience . But the pool closes by 9 and the beds were horrible, hard and smashed at the same time.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,"Daryl at the front desk was great. one employee said we couldn't check in early, but he took great care of us and gog us a 10 am check in.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"Check in took over an hour because they were severely understaffed. There was no breakfast as indictated, we had to find a restaurant. The building was renovated but there was a wrapper stuck to the window behind the currents overlooking the Fremont Experience block. The north wing takes a different elevator than the south wing. The parking garage has its own elevator that you must use which is on the opposite end of the plaza from where the elevators are you must use to get to your rooms. The kiosk to check in for yiur flights was down, but the check in people helped in printing out our tickets in their office. Everyone was polite and professional. Plenty of gambling and place to eat nearby. It is located 25 minutes from the airport.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"Just stayed for a date night. Right at the end of the Freemont Street Experience. Hotel is in ok shape for its age, but they charge you 10 to park even if you are a guest. Most other hotels in the area will validate/comp parking for hotel guest.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,3.0,"I was,in room 2111 right bybthe ice machines and elevators. Every couple of of minutes you would hear this God awful noise through the wall right on the same wall as the headboard. It kept me up all night. What a disaster",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,So much I will be here again,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,1.0,Didnt like our stay at all. Took forever to get a room. Then took forever for the elevators because only 2 were working. Got in the room it's very outdated. The fridge is old and dented. The toilet had urine on the seat. The bed said queen size but seemed like full.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,2.0,"The bathroom had hair on the floor when we got there and throughout our stay. The service was poor long lines with never a second associate to help check in or out, though people were behind the counter. Their pool was being renovated and a nearby hotel was allowing guests to swim there, but that was never told to us. We heard it told to someone else while we were waiting to check out. You really get what you pay for with this one.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,October,5.0,"It was actually a very good stay, the pool was really nice and I loved how it was right at the end of Fredmont street, and the casino here was actually really nice...",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,4.0,Stayed one night and quite happy with hotel experience.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,Friendly staff very helpful,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"2-adults, 2-teens, room was spacious and comfortable. Would have been nice to have small refrig. and microwave paid extra for small refrig. (brought up right away). Towels and wash cloths were limited, but soon as I called for extra, housekeeping came up quickly and delivered. The hotel was not posh, and a bit old, but the service was great, the room was clean and smoke free. The Greyhound bus station is literally next door and appeared derelict free. Parking became limited on Saturday night. All-in-all, I'd go back.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,October,3.0,"Parking is a joke. Valet is at the other end of the casino from registration. We were handed ear plugs at check-in, due to all night noise from Freemont Street. Didn't use them, but it was unusual.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,2.0,"Wait times to check in were in excess of 40 minute on a Monday night around 10pm. Elevator took well over 10minutes to come to ground level and even longer to go to level 4. Credit card was hacked at front desk on the swipe because they do not use the newer chip technology. Received a call from chase and asked if i made several purchases the next morning and that is how i discovered the breech. Please start using the chip, such a stronger platform and helps prevent things like this. I'm not upset with the hotel for the hack, however measures should be taken to protect your customers.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,October,3.0,"This was the first time I have stayed on Fremont Street. The hotel itself was fine, but Fremont is filthy. I was wearing flip flops and ended up throwing them away because they were so dirty. If you are looking for a weekend of partying on a budget then this is the place to go.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,"Excellent!!! I stayed here the first night of a three day stay in Vegas. I did to get the Fremont experience. The hotel was clean, staff was friendly and the pool party was fun. The cocktail waitress was particularly fun and accommodating. The room was comfortable with a nice dcor. I will definitely stay here again. A downtown day is a new must for my Vegas vacation!!! The Plaza will be my host.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,Horrible. Checked out 4 hours after check in and booked a different hotel. Waited for Hotel to get problem fixed but got the run around.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,Horrible horrible horrible staff. Valet parking was terrible temperature of room was terrible,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,it was ok nice room for the price but what i really didnt like was the service so unorganized i parked at the hotel of course no one told me as i checked in i would need a recipt for the parking so in the end when leaving tried to charge me 15 per car so i had to explain i was a guesst and it was just a hassle never gone throught that when staying any where but other then service rooms where nice a bit old need to be remodoled but still nice for the price just because of the service im giving it a 3,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,2.0,"Room had a bad odor and many of the items in the room (lamps, electrical outlets etc) were either broken or in poor condition. No wash cloths provided. Property felt run down and neglected.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,Free internet kept going out every 5 minutes. Hotel not kept clean. Elevators dirty. Parking garage elevator not air conditioned. I hate the Fremont Street area but the price was right.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,2.0,I reserved a non-smoking room but received a smoking room. My reservation dates or scheduled wrong by the hotel and we're one day short. The room did not have a refrigerator or microwave and the beds are uncomfortable. Television service was not good. There were very few channels.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,November,5.0,had a good time. clean and friendly,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,October,3.0,"We, a family, had to walk through the casino from parking to room, our kids had to see the smoking old people in the casino. There was no other path from the parking to the lobby but still we were approached 3 times by security to make our kids not look at the machines. Very rude! Make a casino clear path to the lobby and we will be glad to avoid looking at the machines and breathing the stinky smell of cigarettes! The street across the hotel made a very loud noise all night even from the 22 floor.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,Called at night for noisy above my room. They promised to call back and nobody did it. So we couldn't sleep well.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,3.0,Absolutely the worst experience ever the elevator was going at the speed of a glacier soooo slow 25 min not joking to wait unltimatly took the stairs 115 weather was not accommodated to my room specification no fridge ice machine didn't work half the time only thing I can say it's clean in the room but your not promised what you asked for .,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"It was a great location, but the room view was the worse ever,window dirty and the toilet everytime you flush it it drops water up, and the shower was plug I needed to call for that, only I mirrow in bathroom,for my 1st. time there I think we deserve a better room, sorry.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,Was ok,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,Great value,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"Nice, recently updated, great service, convenient location, my room looked directly into the Fremont Street Experience. The beds were a little hard, but definitely doable.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,"Warning, do not stay at this hotel, dirty, unsafe, very bad, hotel staff was bad....",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,it was great time,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,5.0,Came to Vegas for my daughter's wedding. Hadn't been here for 20yrs. The hotel staff was very courteous and helpful. The room was clean and spacious. The only thing was my mattress was lumpy on one side. But I would definitely stay here again.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,"We booked a King room and when we arrived they said they only had Queen rooms and didn't apologize or try to accommodate, they just assigned us the room. The hotel and rooms had a bad smell and everything was stained: drapes, bedding, and furniture.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,room itself was very comfortable-bathrooms are super small and the plumbing in the tub kept backing up.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,2.0,"The room was dated, old furniture and a bit dirty. Our cooler started leaking on to the carpet. Carpet got soggy. Later on, our cooler went out so it was pretty warm in our room. Sunday, the next morning. No hot water. We went to the front desk and let them know. They said they working on the water so a lot of guests didn't have hot water, they said about another hour hot water should be back on. The leaking cooler, they didn't get back to us because, they were going to send someone up to take a look at it, but my husband and son were still sleeping. This is like 8am. So they said let us know when. We left to meet our Realtor. So we didn't let them know and by the time we got back. We were too tired from everything. But at least they could've called our room and asked if we still needed the cooler checked. The had our numbers also. I mean would think that they would note it down on the the computer. No fridge in the room, if you want one, it's 20 a day. No microwave. No view of Las Vegas. The only is concrete walls. If you want a view of Las Vegas. 20 extra. We had to pay 10 to park in the garage, the first time. Later I asked the front desk if we had to pay but, they reimburse us. Later I asked if we had to pay every time we parked in the garage. He said No, just use our room card to go in and out.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,1.0,Very bad atitude service,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,3.0,"Really disappointed. Reserved a king size bed. Got there 1 hour after check in, they was sold out of King size beds, they gave me 2 queen size beds. Also room service knocked on door at 8:00 am Saturday morning. One knock then 1 sec later door opened that is was house keeping. Not cool at all.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,1.0,Front desk is very slow bad customer service,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,waiting to checking ''0ne clerk'' about 40 people waiting .Give me a room key can't open the door .comeback waiting in line for the other 20 minute. reprogram the key go back my room still can 't open the door .Go back to the front deck .They agree to make me anew key . it take 45 minute s just get inside the room .The tower are dirty ask housekeeper to change a new one.It is not too much better. Next room to me must have 10 peoples inside .Call the front desk to complain .No body care .It is bad . Don't think recommend anybody stay here .,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,September,2.0,Overall good stay. Rooms in the north tower are a little beat up. Weird smell different than the other casinos but bearable. Right off freemont street which was great. The pool was nice as well rooftop.,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"Overall it was good however, the cable tv service was outdated and difficult to use. Additionally, the running water randomly changed from hot to cold on its own and the bathtub drained extremely slow.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,August,4.0,"We enjoyed our stay and found the Plaza hotel very accommodating. We had a problem with the plumbing that was fixed promptly. Our out unsolved issue is that the TV cable system was very slow, it took about 6 to 7 seconds to move from channel to channel.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,4.0,"We were there for business, the first night the Freemont blvd. Was rockin till kinda late, if your trying to get some sleep... But it is Vegas, and we were in the heart of things...",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"LONG, LONG wait in line to both check in and check out",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,2.0,bag was stolen from car in parking garage,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,1.0,"I got an upgraded room with a view this past weekend--and it was a great view of Fremont St... unfortunately that room didn't have a working AC. Arriving back at my room at the end of a festive night, I wasn't sure why it wasn't as cool as I thought my room could or should be--it wasn't until I couldn't sleep that I knew for sure there was a problem. When I went to the front desk first thing in the morning, I was told, Sorry, but since you booked through a 3rd party there's not much we can do. Well--the 3rd party didn't assign me that room with the faulty AC unit (one that looked like it had not been cleaned or maintained in years). The Plaza did that. After getting to my new room, and comparing the AC units--it was like I was given the faulty room specifically because I booked through a 3rd party, that way if I complained all they had to say was, Sorry, but since you booked through a 3rd party there's not much we can do. Yeah. I won't be staying there again.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,June,4.0,Stayed there before..and loved it,
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"Unfortunately there was no hot water when we woke up the day we were checking out. Could not shower or wash my hair. Front desk was apologetic and refunded my resort fee, but that didn't make up for having to leave without showering. Not goo.",
1 Main St,Hotels,Las Vegas,36.171617,-115.146375,Plaza Hotel and Casino - Las Vegas,89101,NV,July,3.0,"I know Vegas is not for kids but we did a quick fam trip to get out of town and attend a concert, but the kids couldn't even enjoy the pool sat because it was only open for 21 and over due to a concert, I wish I would've known that before booking. The hotel was so packed, it was unorganized. Room was not that clean and tub would get plugged every time you showered. Not the greatest trip.",
