address,categories,city,latitude,longitude,name,postalCode,province,reviews.date,reviews.rating,reviews.text,reviews.userProvince
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,2.9,"Bad: Dirty and old room. Valet parking is not comfortable. Casino is old and has no roulette. If you have a car, you can stay, cause the price is everything. Good: Pretty cheap for Las Vegas",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,November,2.9,"Bad: The hotel is very tired - could use an update. Now, I understand why such a deal. Can not figure out higher rating given to it overall. Good: Location was in the middle of the Freemont Experience.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,November,5.0,"Bad: Not much. Good: For several years, a group of us has met for the SEMA SHOW. We have always come over a day early, and met for fun and dinner at your 777 Microbrewery. This time we were booked at MAIN STREET STATION as well.We'll be back, particularly since you didn't charge resort fees.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,September,4.15,Bad: Check out was too slow. Good: Buffet was excellent,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,August,4.6,"Bad: To be honest, nothing to complain about. Just too bad that there wasn't any free wifi in the rooms. Good: Considering that we only paid 88 dollars for 2 persons for 2 nights, this was great value for money. The hotel is located in the middle of Fremont Street, so you just step outside and you are in the middle of the action. Our room was on the 9th floor and we didn't hear any noise whatsoever. The room was maybe a bit old fashioned, but still offered everything you need. We were positively surprised that we had access to the pool and gym of the California hotel. We just needed to walk 2 mins to access their facilities. The gym was really good equipped for a hotel gym. Pool was really nice and quiet. Would definitely stay here again!",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,1.65,Bad: This room is straight out of a horror film. Good: I like Fremont st,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,June,5.0,"Bad: nothing!. Good: buffet is excellant! room are clean, great view of mountains and saw fireworks in distance.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,4.4,Bad: access to parking. Good: the location,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,May,5.0,Bad: Very satisfied.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,2.5,"Bad: The place was falling apart, the tub was cracked and broken. the bathroom shelf was barely holding on. The bed was extremely tough to sleep on. Good: I liked that it was close to entertainment. The shower held a hot water temperature for a long time.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,3.75,"Bad: Bathroom was small, noisy outside. Good: Location, beds, price",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,2.9,"Bad: The parking garage is so hard to find. I passed it at least two times trying to find it. You also can't self park, which is a hassle coming back from being out and about. You have to rush to gather all of your belongings, souvenirs, etc, because the entry bay to the garage will hold two cars at most. You can't dilly dally. Hope that makes sense. Only paid WiFi,which was a big bummer. The express snack bar/grill staff were very unfriendly. Every time I went to the buffet, the line to be seated was always sooo long. I never did end up eating there for that reason. Good: Near all of the Fremont Street Experience stuff.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,2.5,"Bad: The cleanliness wasn't the best. One of our towels and bed sheets had red stains on them which the staff informed us was rust, and not blood....upon arrival the toilet wouldn't flush as well. We got stuck in a smoking room even though we didn't book a smoking room. The noise was unbearable, and when combined with the smoke just added up to disaster. Good: Close to the public transportation systems. In the middle of downtown Las Vegas.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,August,4.4,Bad: smokey air out of elevators. Good: valet parking with security-,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,3.55,Bad: Not sure about deluxe room i was in. Good: Location,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,October,4.15,Good: Close proximity to Freemont Street Experience.,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,October,3.75,Bad: missed not having a pool or somewhere to sit out and read. we were next to the railway so the train was noisy but we got used to it. Good: loved the food. beds very comfortable. excellent value.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,5.0,Bad: I lost roulette. Good: Buffet bb,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,3.55,"Bad: The bathroom needs to be upgraded. It is very worn, the brown wall paper was dirty and the paint on the sink counter was pealing off. was also disappointed the room did not have a coffee maker. I like to have a cup while I get dressed in the mornings. would have liked a non-smoking area in the casino. I am a non-smoker and I had to keep taking breaks and go outside for fresh air. Good: The Beds were great! The location was very good. The gentleman at the Registration desk was very helpful and friendly. And the Lady at the Keno lounge was nice too.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,January,3.75,"Bad: Not so quiet during the night, since it's really close to highway. Good: The beds were very confortable. The parking was for free, and the location close the Fremont street.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,August,2.9,"Bad: The beds were not too comfortable. Good: I really liked its location, and slot machines, the Paradise Buffet, and Duncan Donuts place within the Fremont Hotel.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,January,5.0,"Bad: The elevator to the parkade requires some maintenance - at least a wet mop to kill whatever is lurking on the floor!. Good: This resort hotel is amazing - the location in perfect, the rooms are huge, and absolutely spotless!",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,November,4.6,Bad: Limited TV channels and no refrigerator or coffee making facility in room. Good: The free parking at the hotel was great and all the staff were very helpful and polite.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,October,4.15,Bad: Small restroom. Good: Clean room with a great view.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,December,3.15,Bad: Even though we got a non smoking room it still smelled like smoke. Good: Valet parking Duncan doughnut,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,3.55,"Bad: The hotel bathroom should be remodeled as the bathtub looks quite old. The drain gets clogged easily, and the basin tap handle looks like it is about to fall apart. No free WiFi. No fridge. And even no coffee-maker/kettle. Good: Good location with a few minutes walk to the Mob museum. The hotel is located in the heart of Fremont Experience. Both northbound and southbound bus stops are just beside the hotel building. Besides, the staffs are quite friendly. The buffet was satisfactory, and the price is cheap due to the 10 off for guests every meal.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,2.7,Bad: It was hard to get into the parking area because of traffic (an event was going on) no coffee pot in the room. I like to sit and drink coffee for and hour or so before doing anything for the day. I'm not paying 3.00 per cup of coffee. Other than that it was ok. Good: It was a beautiful hotal,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,November,4.15,Bad: Nothing. Good: Location on Fremont,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,2.1,"Bad: Rooms small, air conditioning don't work!!.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,4.15,"Bad: Old, not many outlets. Good: Location and price.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,2.9,Bad: No business center..wifi wasnt free..it asked for ten bucks...the internet kiosk was 650 for 30 mins..but deducted 20 mins to print boarding passes and no shuttle to airport. Good: Location,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,3.35,"Bad: I was in room 314, and its very noisy at night with the street ambiance, so dont expect to sleep before 2AM. I had to take my breakfast to adjacent hotels as continental / seated proper breakfast was not available (or couldnt find it...). Good: The bed was confortable and the location is just amazing on Fremont street.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,June,4.8,"Bad: Main Street Station recently implemented paid parking (I stayed last week and it was still free). Although parking is free for hotel guests, they have not worked the kinks out of the system. We almost missed our flight due to being unable to leave the lot. Security had to be called and that person told us that there have been a large number of similar episodes. They need to FIX this!. Good: Everything EXCEPT the parking.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,1.65,Bad: none.,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,August,3.55,"Bad: Th e food wasnt that good. Good: The breakfast buffett was good, the other 2 restaurants were just fair, in fact in one of them I got sick with the food.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,May,4.6,"Good: The rooms were very comfortable, clean, and well maintained",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,February,4.6,Bad: There's nothing not to like here. Though the maid service was good but they are kind of early to knock at the door for cleaning service. They're there at 8am and we were still in dreamland that we were forced to get up and open the door to talk to them to clean later. Good: We love our very spacious room though we didn't have a single king sized bed. They gave us twin beds but it's fine. The Garden court buffet was also great! It was very affordable. We almost eat there everyday because of its price. Please keep it that way.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,September,2.7,"Bad: The airconditioner in the room did not work, and it made a very loud sound all night. We told the front desk and they were able to fix it for the next night stay. It's understandable because the hotel itself is very old. We would probably stay in a different hotel when we go back. Good: Staff was very helpful and nice. Tony Romo's restaurant was very good.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,February,3.75,Bad: Bed was not comfortable - they need to replace the mattress. Good: Room was clean.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,2.9,"Bad: The entire place smells like an ashtray. The rooms were small and the place is noisy. It's a complete freak show under the canopy---ugly people who are 90 nude with no talent. Wall to wall beggars and hawkers. The entire Las Vegas is full of annoying street hustlers and creeps. What a waste of our First Amendment Rights! Next time I go to LV, I will stay in a South Vegas Hotel, go to a show and leave the next day. Too bad Vegas is stuck with such a beggar and homeless problem. Good: It was on my bucket list and I wanted to experience the canopy light show---ok, check it off. Good deals on food: Tony Roma's is located within the Fremont Hotel and steak and lobster for 11.99 is a DEAL! The Valet Parking was free and excellent. The entire Staff was excellent but seemed embarrassed to be in such a dump. It was cheap but you pay for it if your not a smoker.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,August,2.9,"Bad: The bathroom is very small, smaller than I am used to. The saimin noodle soup at the cafe was terrible, the noodles were mushy and blend. Good: Location was right. The buffet was so so. The food at the cafe was okay. The rooms are kind of small but okay.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,5.0,Bad: The pool was not at the hotel had to go to another hotel to swim and that is not stated when your booking your room. Just make it clear that there is not a pool at the hotel other than that loved the hotel!. Good: Great place to stay,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,July,3.15,"Bad: in old town, far away from new main strip noisy air-con in room decor abit old. Good: cheap buffet with good quality big room comfort bed",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,3.95,"Bad: The bed was stiff and valet parking only. Wifi is pay only and didn't live up to the speed expectations as advertised. Good: The location is great, easy access to all of Fremont area with a short walk. Not being a giant casino you don't have to walk far from the car or through the place to get out.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,June,3.55,"Bad: Extremely disappointed in Fremont Street. It used to be my favorite place to play/stay in Vegas but I will not be back. Very strange people just standing in the middle of the street. Cartoon characters, men in thongs and even one in an adult diaper! It's Hollywood Blvd on steroids! Thanks for the memories, Downtown Las Vegas. The Fremont Street Experience is one I do not wish to repeat!. Good: The hotel was very nice, much nicer than The Plaza next door.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,3.55,Bad: My room was near the ventilation system and there was a lot a noise coming from that. Good: Excelent location in the freemont Experience.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,3.95,Bad: There were a couple younger staff at the desk during mid day times that seemed bothered by questions. Good: Easy to park. The room was clean and cool. Valet staff was really nice. Steve the maintence man was amazing. I dropped my pearl earring down the bathroom sink. He took the time to take the loop of the drain and get my pearl earring back. I was grateful for his extra service and care.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,4.15,Bad: Waitress didn't come around a lot even with tipping. The hotel was older and had some cosmetic problems. Good: Lots to around the property and decent food prices. The buffet was really good.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,August,4.6,Bad: When we left there was a valet parking worker that made us put are luggage on the cart. But other than we had an awsome time there. Good: The location and the restaurants were great I enjoyed the buffet!,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,1.45,Bad: Rude staff. Cleaniness. Bed. Had to change rooms three times. I will never stay there again!. Good: Nothing,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,3.35,"Good: Good hotel at Fremont street. But do not expect something special. Relatively old rooms, no WIFI in the rooms, but the bed was comfortable, the staff was nice, and the Hotel is direct in the heart of Old Las Vegas.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,July,3.55,"Bad: Pricey, but it was fathers day weekend. Good: Access to downtown",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,4.4,Bad: No pool. Good: Every thing was walking distance,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,2.5,"Bad: Dirty, tiny bathroom and no pool. Good: Prime rib meal deal at Roma's",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,August,4.6,"Bad: A fridge in the room would be super nice. Good: The room was very clean, beds comfy and 3 pillows. Every one was friendly. Great valet staff.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,5.0,Bad: The bar is a little on the expensive side. Drinks are very small for the price. The bartender we had was very slow and not very friendly. We waited about 10 minutes before we were served. It wasn't busy either. Good: Staff was very nice and helpful. The location of the hotel is very convenient.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,5.0,"Bad: I loved everything. The parking, the restaurant ,the rooms and the the several acts that perform every night in the downtown area. Good: The people at the front desk were superb. They upgraded me to a real nice room.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,5.0,Bad: the noise fm the live bands when trying to sleep.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,3.75,Bad: Might need a little updating. Good: Conveniently located on Fremont,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,5.0,Bad: Better meal choices. Pool and fitness center on property. Good: Ease of conveniece to everything I needed,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,July,5.0,Bad: That I had to leave great place. Good: Everything very nice room food service,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,April,4.8,Bad: There is handicap parking for checking in but not close after checking in. Good: Everything was convenient and costs of the buffet were not bad. Prices in the restaurant were affordable.,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,December,3.35,Bad: My money was stolen at the valet... room was dirty and had to get another then key card didn't work for new room. Manager did his best but I was disappointed. Good: Location,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,March,4.6,"Good: The hotel is really beautiful! A little old, but clean and comfortable. The price is also good.",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,August,4.8,"Bad: safe is too small for dslr camera or laptop. not acceptable. Good: good location, good food, good price",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,September,5.0,Bad: The bar tender in the Casino was not at all friendly or attentive. Good: very nice restored hotel. Excellent condition. Great atmosphere. A very nice place to stay in Downtown Las Vegas,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,October,3.15,"Bad: rooms are dated, not as clean as I like. casino is crowded - too many machines.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,4.4,"Bad: Not a thing. Good: The room was nice and clean, bed was very comfy. The restaurants were all great the Buffet was awesome.......... So much to do in the aera",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,4.8,Bad: Shower Tub clogged. Good: Convenient location. Reasonable food prices. Awesome selection of cuisine. Helpful staff!,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,November,3.75,Bad: Hassle checking in confirmation email lost by bookings or Fremont hotel had my email almost didn't use mine scary .,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,1.45,Bad: Rude staff. Couldnt find our reservations waited 2 hrs to confirm eventhough prepaid..rooms not cleaned. Got smoking instead of non smoking. Will not be staying there anytime soon not. Good: Location,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,3.35,"Bad: Room was a lot smaller than I expected, and seemed a bit rundown. Not to mention we were supposed to be on a floor that was nonsmoking. The floor smelled of a smoking lounge. Good: Location and staff were awesome. Had a great view of Freemont street from our room.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,4.6,"Bad: wifi is chargeable. Good: location, casino was cheap, food is just in the hotel (buffet, donuts, etc)",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,October,3.75,Bad: needs to be updated a bit forsure. Good: i like that they upgraded our room for one night the beds were very comfy and staff were great and we felt very safe after what happened,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,5.0,"Bad: Only thing I would have changed is the climate control. It did not go anywhere near as high as I would like for it to go. Maybe it was just my room, but definitely could have been cooler. Good: Got more than what I expected from this hotel! They let me choose what floor I wanted to be on, which I've never gotten from anywhere else. Location is PRIME. Fremont Street is right outside their doors! The room is just like any other average hotel. It was very clean and comfortable. Michael Ovalles was very helpful in showing us around. He also helped us get our player cards and a complimentary deck of cards to enjoy our stay!",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,3.15,Bad: The shower didnt drain. The pillows were horrible. My feet stuck to the carpet in the room. Good: Location,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,November,3.75,"Bad: Seemed old, our ac didnt work. Good: Location",
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,May,5.0,Bad: good. Good: yes,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,August,3.95,Bad: Smoking. Good: Not crowded,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,January,3.55,Bad: The ventilation system was not adequate for the building. Everything including room smelled like cigarette smoke. Good: restaurant,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,3.75,Bad: The room was hot the ac didn't work . the beds looked like full beds had to put both together . other than that everything else was fine. Good: It was nice staying at the Fremont loved going out to the street to see everything happening all the bands playing never did that before .,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,March,3.15,Bad: Valet scrapped my car on the wall and no fridge in the room. Good: It was clean and close to everything!,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,June,2.75,Bad: Non smoking rooms smelt like smoke and just all the cigerate smoke throughout hotel. And room drains slow draining. Good: I liked the lanai restaurant and valet parking,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,October,2.9,"Bad: The wait to enter the buffet was too long never got in the whole week.. When I went to the other restaraunt I was told I couldn't order certain items as they are for happy hour only so I left. They also did not have a pool or any alternative except travel 18 miles to their other facility and use their pool. They never even gave me a discount for lack of this facitilityor even notifying me as I made my reservation months in advance, I also did not like having to park outside of the parking garage only cause I was riding a motorcycle the parking garage was for cars only. I felt as though I was a second class citizen, no laundry facility service or machines . Good: The location was good and the staff especially the cleaning of my room was great.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,May,3.35,Bad: Short staffed at the registration desk. Good: Great location and price was right,
200 North Main Street,"Hotels,Hotel",Las Vegas,36.17432,-115.14565,Main Street Station Casino Brewery Hotel,89101,NV,October,5.0,"Bad: It's not the hotels fault, but the sirens on the street woke me up. Good: The best bed I've slept in besides the one at home! Enjoyed all the pillows! Even though the hotel is older, the room was fine! The bathroom was generous, with a good shower.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,July,2.5,"Bad: The cleanliness wasn't the best. One of our towels and bed sheets had red stains on them which the staff informed us was rust, and not blood....upon arrival the toilet wouldn't flush as well. We got stuck in a smoking room even though we didn't book a smoking room. The noise was unbearable, and when combined with the smoke just added up to disaster. Good: Close to the public transportation systems. In the middle of downtown Las Vegas.",
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,February,5.0,Bad: No self parking.. had to reach down to flush toilet. Good: Location,
200 Fremont Street,"Hotels,Hotel",Las Vegas,36.170890500000006,-115.14307,Fremont Hotel & Casino,89101,NV,April,2.7,Bad: The bathroom was gross. The inside of the tub was peeling.The ceiling looks as if it had a previous flood upstairs. Good: The buffet was good.The location of the hotel was great.,
